Old Order Id,What is wrong,Magento Sku/eCodes_ID,gp_sku/product_sk,
 1042311-89960774,gpsku empty,CA-P-2010-000007,8700SCA10,
1000174,gpsku empty,IC-P-2000-000001,8700S00,
 1028650-99474571,gpsku empty,NY-P-2010-000009,8780SNY10,
 1042379-57004895,gpsku empty,IC-P-2009-000025,8722S09,
 1042400-89689500,gpsku empty,YC-P-2008-000006,8705SNYC08,
1000175,gpsku empty,IC-P-2003-000001,8700S03,
 1019194-87284480,gpsku empty,IC-P-2003-000016,8722S03,
 1019191-33469075,gpsku empty,NY-P-2007-000003,8710SNY07,
 1019171-49224571,gpsku empty,IC-P-2003-000016,8722S03,
 1019172-93227363,gpsku empty,IC-P-2003-000016,8722S03,
 1019173-91884687,gpsku empty,IC-P-2003-000016,8722S03,
 1028689-64531456,gpsku empty,IC-P-2009-000019,8705S09,
 1028673-84218042,gpsku empty,IC-P-2009-000003,8740S09,
 1019210-96087113,gpsku empty,IC-P-2006-000019,8705S06,
 1019212-96190759,gpsku empty,IC-P-2006-000016,8706S06,
 1019209-30925708,gpsku empty,IC-P-2009-000001,8700S09,
 1019218-25481444,gpsku empty,IC-P-2006-000019,8705S06,
 1028723-46314972,gpsku empty,IC-P-2009-000019,8705S09,
 1028725-81352090,gpsku empty,CC-P-2009-000003,874S09,
 1028714-26860681,gpsku empty,IC-P-2009-000001,8700S09,
 1028717-71189038,gpsku empty,CC-P-2009-000007,875P09,
 1005506-61570737,gpsku empty,IC-P-2006-000019,8705S06,
 1008712-60530283,gpsku empty,IC-P-1995-000001,8710S95,
 1008703-36853815,gpsku empty,Ny-P-2007-000012,8708SNY07,
 1008710-88427497,gpsku empty,IC-P-2006-000019,8705S06,
 1013323-56615121,gpsku empty,OH-P-2005-000004,8705SOH07,
 1019240-77820931,gpsku empty,NY-P-2007-000008,8780SNY07,
 1002275-34694360,gpsku empty,IC-P-1999-000001,8700S99,
 1005518-38815576,gpsku empty,IC-P-2006-000001,8700S06,
 1008724-84713591,gpsku empty,NC-P-2002-000011,8710SNC02,
 1042577-63161730,gpsku empty,OH-P-2011-000004,8707SOH11,
 1042557-80014606,gpsku empty,CC-P-2009-000003,874S09,
 1042558-49886830,gpsku empty,CC-P-2009-000003,874S09,
 1005527-18886988,gpsku empty,IC-P-2006-000019,8705S06,
 1013395-77299489,gpsku empty,FL-P-2007-000002,8710SFL07,
 1028781-60219646,gpsku empty,CC-P-2009-000001,870P09,
 1042623-80269268,gpsku empty,IC-P-2003-000016,8722S03,
1000176,gpsku empty,IC-P-2000-000001,8700S00,
 1005546-93856692,gpsku empty,IC-P-1995-000002,8780S95,
 1005540-12057593,gpsku empty,IC-P-2003-000003,8740S03,
 1019260-80120500,gpsku empty,IC-P-2009-000001,8700S09,
 1019272-70950824,gpsku empty,IC-P-1999-000001,8700S99,
 1028819-86592831,gpsku empty,CA-P-2010-000007,8700SCA10,
 1028849-46651487,gpsku empty,IC-P-2009-000001,8700S09,
 1028810-38495093,gpsku empty,IC-P-2009-000014,8780S09,
 1042672-21992858,gpsku empty,CA-P-2010-000009,8708SCA10,
 1042667-40134957,gpsku empty,IC-P-2012-000001,8700S12,
 1042675-16353716,gpsku empty,IC-P-2012-000001,8700S12,
 1005561-28746943,gpsku empty,IC-P-2006-000002,8710S06,
 1013423-56615121,gpsku empty,OH-P-2005-000004,8705SOH07,
 1019297-18825661,gpsku empty,IC-P-2009-000005,8730S09,
 1028927-14305867,gpsku empty,IC-P-2009-000019,8705S09,
 1028925-73767411,gpsku empty,IC-P-2006-000001,8700S06,
 1028908-94479968,gpsku empty,IC-P-2009-000001,8700S09,
 1028880-49781165,gpsku empty,IC-P-2009-000002,8710S09,
 1042743-31700107,gpsku empty,IC-P-2009-000001,8700S09,
 1042711-63161730,gpsku empty,OH-P-2011-000004,8707SOH11,
 1042709-63161730,gpsku empty,OH-P-2011-000004,8707SOH11,
 1042710-63161730,gpsku empty,OH-P-2011-000004,8707SOH11,
 1042725-55935479,gpsku empty,CA-P-2010-000008,8705SCA10,
 1042719-90886658,gpsku empty,IC-P-2009-000019,8705S09,
 1042724-81239572,gpsku empty,IC-P-2009-000002,8710S09,
1000177,gpsku empty,IC-P-2003-000014,8780S03,
1000178,gpsku empty,IC-P-2003-000007,8760S03,
 1008755-46307588,gpsku empty,IC-P-2003-000017,8705S03,
 1008760-26486847,gpsku empty,IC-P-2006-000001,8700S06,
 1013491-62886640,gpsku empty,IC-P-2009-000001,8700S09,
 1019331-18825661,gpsku empty,IC-P-2009-000001,8700S09,
1000180,gpsku empty,IC-P-2000-000003,8740S00,
1000181,gpsku empty,IC-P-2003-000014,8780S03,
1000179,gpsku empty,IC-P-2003-000004,8720S03,
 1008771-19925278,gpsku empty,IC-P-2006-000001,8700S06,
 1008772-29227861,gpsku empty,IC-P-2006-000019,8705S06,
 1008774-37978762,gpsku empty,NY-P-2007-000013,8705SNY07,
 1013545-67430016,gpsku empty,IC-P-2003-000016,8722S03,
 1013543-26198072,gpsku empty,IC-P-2003-000016,8722S03,
 1019375-16343061,gpsku empty,IC-P-2009-000001,8700S09,
 1019376-16343061,gpsku empty,IC-P-2009-000004,8720S09,
 1028987-43216816,gpsku empty,IC-P-2009-000019,8705S09,
 1028985-49109009,gpsku empty,IC-P-2006-000003,8740S06,
 1029016-41763035,gpsku empty,IC-P-2006-000002,8710S06,
 1028995-26388009,gpsku empty,IC-P-2006-000016,8706S06,
 1008792-84631735,gpsku empty,OH-P-2005-000004,8705SOH07,
 1013623-77332327,gpsku empty,IC-P-2006-000019,8705S06,
 1019379-12645302,gpsku empty,NY-P-2007-000003,8710SNY07,
 1019383-74181164,gpsku empty,IC-P-2003-000018,8706S03,
 1019387-99405433,gpsku empty,IC-P-2009-000002,8710S09,
 1019381-26286077,gpsku empty,OH-P-2005-000004,8705SOH07,
 1019398-99061970,gpsku empty,IC-P-2009-000002,8710S09,
 1019399-99061970,gpsku empty,IC-P-2009-000003,8740S09,
 1019400-99061970,gpsku empty,IC-P-2009-000004,8720S09,
 1019401-99061970,gpsku empty,IC-P-2009-000005,8730S09,
 1019402-99061970,gpsku empty,IC-P-2009-000006,8755S09,
 1019403-99061970,gpsku empty,IC-P-2009-000007,8760S09,
 1019405-99061970,gpsku empty,IC-P-2009-000011,8785S09,
 1019406-99061970,gpsku empty,IC-P-2009-000012,8790S09,
 1019404-99061970,gpsku empty,IC-P-2009-000014,8780S09,
 1019413-60491487,gpsku empty,IC-P-2009-000002,8710S09,
 1042786-11790375,gpsku empty,IC-P-2009-000003,8740S09,
 1042773-95929022,gpsku empty,IC-P-2006-000005,8730S06,
 1042796-82133399,gpsku empty,IC-P-2009-000001,8700S09,
 1042842-24048709,gpsku empty,IC-P-2009-000005,8730S09,
 1005585-34887858,gpsku empty,FL-P-2004-000002,8710SFL04,
 1013639-28830794,gpsku empty,IC-P-2009-000001,8700S09,
1000182,gpsku empty,IC-P-2000-000014,8705S00,
 1005605-25464766,gpsku empty,IC-P-2006-000002,8710S06,
 1008832-42866288,gpsku empty,IC-P-2006-000016,8706S06,
 1008833-74255780,gpsku empty,OH-P-2005-000001,8700SOH07,
 1029046-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029050-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029064-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029073-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029043-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029047-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029059-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029065-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029074-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029045-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029048-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029061-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029071-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029075-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029056-59714146,gpsku empty,IC-P-2009-000016,8706S09,
 1029079-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029080-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1029041-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1042931-17845157,gpsku empty,IC-P-2012-000004,8720S12,
 1042951-93521124,gpsku empty,IC-P-2006-000001,8700S06,
 1042904-50792528,gpsku empty,IC-P-2012-000010,8750S12,
 1013680-84713640,gpsku empty,IC-P-2003-000016,8722S03,
 1019442-41180309,gpsku empty,IC-P-2009-000019,8705S09,
 1029118-11908186,gpsku empty,IC-P-2009-000006,8755S09,
 1029100-11908186,gpsku empty,IC-P-2009-000014,8780S09,
 1029139-66769122,gpsku empty,IC-P-2009-000019,8705S09,
 1029131-46227774,gpsku empty,IC-P-2009-000002,8710S09,
 1029103-22482313,gpsku empty,IC-P-2009-000001,8700S09,
 1029097-82041271,gpsku empty,IC-P-2006-000005,8730S06,
 1029098-12589988,gpsku empty,IC-P-2009-000014,8780S09,
 1042978-13341822,gpsku empty,CC-P-2006-000003,874S06,
 1042979-73093197,gpsku empty,IC-P-2003-000016,8722S03,
 1002360-25107968,gpsku empty,SS-P-1999-000001,8744S99,
 1005624-16269609,gpsku empty,IC-P-2006-000001,8700S06,
 1005629-75892725,gpsku empty,IC-P-2003-000001,8700S03,
 1013696-25461741,gpsku empty,FL-P-2007-000011,8705SFL07,
 1013722-19488348,gpsku empty,IC-P-2006-000002,8710S06,
 1019463-94309714,gpsku empty,CC-P-2006-000001,870S06,
 1019464-94309714,gpsku empty,CC-P-2006-000001,870S06,
 1019459-30462498,gpsku empty,IC-P-2006-000007,8760S06,
 1029202-31615888,gpsku empty,IC-P-2009-000001,8700S09,
 1043100-33467867,gpsku empty,IC-P-2009-000001,8700S09,
 1043034-41219357,gpsku empty,CC-P-2009-000001,870P09,
1000184,gpsku empty,IC-P-2003-000001,8700S03,
1000183,gpsku empty,IC-P-2000-000003,8740S00,
1000186,gpsku empty,IC-P-2000-000004,8720S00,
1000185,gpsku empty,IC-P-2003-000003,8740S03,
 1002381-16579533,gpsku empty,OH-P-2005-000004,8705SOH07,
 1019488-69539428,gpsku empty,CC-P-2006-000001,870S06,
 1019489-75190599,gpsku empty,CC-P-2006-000001,870S06,
 1019481-68835101,gpsku empty,CC-P-2006-000001,870S06,
 1019505-86134178,gpsku empty,IC-P-2006-000001,8700S06,
 1019482-29175864,gpsku empty,CC-P-2006-000001,870S06,
 1029220-37793380,gpsku empty,CA-P-2010-000008,8705SCA10,
 1043112-65096283,gpsku empty,IC-P-2006-000001,8700S06,
1000187,gpsku empty,IC-P-2000-000001,8700S00,
 1008864-35325621,gpsku empty,IC-P-2006-000001,8700S06,
 1008865-93943465,gpsku empty,CA-P-2007-000009,8708SCA07,
 1013765-38954468,gpsku empty,IC-P-2009-000010,8750S09,
 1013779-81324515,gpsku empty,IC-P-2009-000014,8780S09,
 1019518-35016900,gpsku empty,CC-P-2006-000001,870S06,
 1019525-13023514,gpsku empty,IC-P-2009-000003,8740S09,
 1019530-77402382,gpsku empty,CC-P-2006-000001,870S06,
 1019510-92502992,gpsku empty,IC-P-2009-000002,8710S09,
 1005642-25464766,gpsku empty,IC-P-2003-000002,8710S03,
 1005645-15268243,gpsku empty,IC-P-2003-000017,8705S03,
 1013811-95308635,gpsku empty,IC-P-2009-000001,8700S09,
 1019545-45035710,gpsku empty,IC-P-2009-000019,8705S09,
 1019538-16157804,gpsku empty,CC-P-2006-000001,870S06,
 1019536-15850068,gpsku empty,CC-P-2006-000001,870S06,
 1019553-29963920,gpsku empty,IC-P-2009-000002,8710S09,
 1019547-28928336,gpsku empty,IC-P-1995-000001,8710S95,
 1043122-95011076,gpsku empty,IC-P-2006-000001,8700S06,
1000188,gpsku empty,IC-P-2003-000002,8710S03,
 1005651-91660002,gpsku empty,IC-P-1996-000003,8740S96,
 1005649-59216253,gpsku empty,IC-P-2000-000003,8740S00,
 1008880-73976903,gpsku empty,IC-P-2006-000019,8705S06,
 1008883-98029158,gpsku empty,IC-P-2006-000003,8740S06,
 1008876-35520040,gpsku empty,NY-P-2007-000002,8700SNY07,
 1013832-88964303,gpsku empty,IC-P-2009-000002,8710S09,
 1019557-68358083,gpsku empty,IC-P-2009-000016,8706S09,
 1043201-73142418,gpsku empty,OH-P-2011-000004,8707SOH11,
 1043202-73142418,gpsku empty,OH-P-2011-000004,8707SOH11,
 1043210-64870779,gpsku empty,IC-P-2009-000002,8710S09,
1000189,gpsku empty,MI-P-2003-000009,8750SMI03,
 1002431-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002440-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002443-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002419-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002447-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002435-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002425-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002451-99635769,gpsku empty,IC-P-2003-000002,8710S03,
 1002452-99635769,gpsku empty,SS-P-1999-000001,8744S99,
 1002421-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002439-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002433-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002426-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002437-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002436-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002432-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002441-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002438-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002430-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002423-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002416-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002427-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002445-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002417-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002442-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002428-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002446-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002420-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002448-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002449-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002444-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002434-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002424-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002422-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002429-11650535,gpsku empty,OH-P-2005-000004,8705SOH07,
 1008891-39667904,gpsku empty,IC-P-2006-000002,8710S06,
 1008893-55263628,gpsku empty,IC-P-2003-000017,8705S03,
 1029340-38608479,gpsku empty,IC-P-1996-000002,8700S96,
 1029296-24759640,gpsku empty,IC-P-2006-000019,8705S06,
 1043272-55935479,gpsku empty,CC-P-2009-000002,871S09,
 1043304-50302953,gpsku empty,IC-P-2009-000002,8710S09,
1000191,gpsku empty,IC-P-2003-000003,8740S03,
1000190,gpsku empty,IC-P-2000-000013,8780S00,
1000192,gpsku empty,IC-P-2003-000002,8710S03,
 1019574-96264347,gpsku empty,IC-P-2009-000002,8710S09,
 1019571-43531731,gpsku empty,CA-P-2007-000009,8708SCA07,
 1019592-53709669,gpsku empty,CC-P-2006-000001,870S06,
 1043309-52236662,gpsku empty,IC-P-2012-000005,8730S12,
 1043352-99408124,gpsku empty,IC-P-2012-000001,8700S12,
 1043358-47317009,gpsku empty,IC-P-2012-000001,8700S12,
1000193,gpsku empty,IC-P-2003-000014,8780S03,
 1002469-70250897,gpsku empty,IC-P-1999-000001,8700S99,
 1008897-60189516,gpsku empty,IC-P-2006-000002,8710S06,
 1013890-69030583,gpsku empty,IC-P-2009-000005,8730S09,
 1029381-87699058,gpsku empty,IC-P-2006-000019,8705S06,
 1043395-15029931,gpsku empty,CC-P-2006-000006,876S06,
 1043397-15029931,gpsku empty,CC-P-2006-000006,876S06,
 1043398-15029931,gpsku empty,CC-P-2006-000006,876S06,
 1043390-22880425,gpsku empty,WI-2003-000001,8700SWI03,
1000194,gpsku empty,IC-P-2003-000001,8700S03,
1000196,gpsku empty,IC-P-2003-000015,8722S98,
1000195,gpsku empty,SC-P-2003-000001,8700SSC03,
 1008905-29152990,gpsku empty,IC-P-2006-000001,8700S06,
 1008900-78369589,gpsku empty,CA-P-2007-000008,8705SCA07,
 1008907-55359114,gpsku empty,NY-P-2007-000013,8705SNY07,
 1019642-73615533,gpsku empty,IC-P-2006-000002,8710S06,
 1019660-18841205,gpsku empty,IC-P-2009-000004,8720S09,
 1019667-25384420,gpsku empty,MI-P-2003-000003,8730SMI03,
 1029422-42797530,gpsku empty,IC-P-2009-000019,8705S09,
 1029466-35280582,gpsku empty,IC-P-2006-000003,8740S06,
 1029467-70385723,gpsku empty,IC-P-2009-000019,8705S09,
1000197,gpsku empty,IC-P-2003-000004,8720S03,
1000198,gpsku empty,IC-P-2003-000001,8700S03,
 1008917-39506432,gpsku empty,IC-P-2006-000013,8798S06,
 1013956-24627753,gpsku empty,IC-P-2009-000014,8780S09,
 1013926-28946246,gpsku empty,IC-P-2009-000019,8705S09,
 1013937-52708697,gpsku empty,IC-P-1995-000002,8780S95,
 1013930-21459345,gpsku empty,IC-P-2009-000005,8730S09,
 1019673-63774819,gpsku empty,IC-P-2006-000019,8705S06,
 1019678-48313074,gpsku empty,CA-P-2008-000001,8713SCA08,
 1019690-68474924,gpsku empty,IC-P-2009-000016,8706S09,
 1029488-51010896,gpsku empty,NY-P-2007-000003,8710SNY07,
 1029489-33584807,gpsku empty,NY-P-2007-000003,8710SNY07,
 1029490-68396367,gpsku empty,NY-P-2007-000003,8710SNY07,
 1029491-44293485,gpsku empty,NY-P-2007-000003,8710SNY07,
 1029499-45205776,gpsku empty,IC-P-2006-000019,8705S06,
 1043446-11115715,gpsku empty,IC-P-2009-000002,8710S09,
1000199,gpsku empty,IC-P-2003-000002,8710S03,
 1005712-64887593,gpsku empty,IC-P-2003-000016,8722S03,
 1005714-56119565,gpsku empty,IC-P-2006-000002,8710S06,
 1005711-26479390,gpsku empty,IC-P-2006-000019,8705S06,
 1013969-73056856,gpsku empty,IC-P-2009-000016,8706S09,
 1013974-70911188,gpsku empty,IC-P-2003-000015,8722S98,
 1019698-60135582,gpsku empty,IC-P-2009-000019,8705S09,
 1043477-73221908,gpsku empty,IC-P-2009-000019,8705S09,
 1002488-48125464,gpsku empty,IC-P-1996-000002,8700S96,
 1013984-53748475,gpsku empty,IC-P-2009-000001,8700S09,
 1013996-74464306,gpsku empty,IC-P-2009-000001,8700S09,
 1013993-32621226,gpsku empty,IC-P-2009-000001,8700S09,
 1013985-53748475,gpsku empty,IC-P-2009-000001,8700S09,
 1013986-53748475,gpsku empty,IC-P-2009-000001,8700S09,
1000201,gpsku empty,IC-P-2003-000010,8750S03,
1000200,gpsku empty,IC-P-2000-000005,8730S00,
 1005741-50529602,gpsku empty,IC-P-2000-000009,8750S00,
 1008941-54952107,gpsku empty,Ny-P-2007-000012,8708SNY07,
 1014008-78751107,gpsku empty,IC-P-2009-000002,8710S09,
1000203,gpsku empty,IC-P-2003-000014,8780S03,
1000202,gpsku empty,IC-P-2003-000015,8722S98,
 1002517-58987821,gpsku empty,IC-P-2003-000002,8710S03,
 1005756-60219735,gpsku empty,IC-P-1995-000001,8710S95,
 1005752-98309513,gpsku empty,IC-P-1995-000001,8710S95,
 1019726-19169906,gpsku empty,IC-P-2000-000001,8700S00,
 1019733-94703371,gpsku empty,IC-P-2003-000002,8710S03,
 1029597-68448221,gpsku empty,IC-P-2009-000019,8705S09,
1000205,gpsku empty,IC-P-2003-000001,8700S03,
1000204,gpsku empty,IC-P-2003-000001,8700S03,
 1002533-12850528,gpsku empty,NC-P-2002-000003,8700SNC02,
 1005770-48812973,gpsku empty,IC-P-2000-000013,8780S00,
 1008967-95494309,gpsku empty,IC-P-1996-000002,8700S96,
 1014043-77642643,gpsku empty,IC-P-2009-000001,8700S09,
 1014041-77642643,gpsku empty,IC-P-2009-000002,8710S09,
 1019793-46495085,gpsku empty,IC-P-2009-000001,8700S09,
 1019791-83722307,gpsku empty,IC-P-2009-000016,8706S09,
 1019795-67821601,gpsku empty,IC-P-2009-000002,8710S09,
 1029677-86795824,gpsku empty,IC-P-2009-000005,8730S09,
 1029666-81799516,gpsku empty,IC-P-2009-000002,8710S09,
1000207,gpsku empty,IC-P-2003-000001,8700S03,
1000206,gpsku empty,IC-P-2000-000001,8700S00,
1000208,gpsku empty,IC-P-2003-000003,8740S03,
 1008974-80363261,gpsku empty,NY-P-2007-000013,8705SNY07,
 1014074-65027186,gpsku empty,IC-P-2009-000005,8730S09,
 1019803-98548262,gpsku empty,IC-P-1995-000002,8780S95,
 1005780-38926901,gpsku empty,IC-P-2006-000019,8705S06,
 1005777-18886988,gpsku empty,IC-P-2006-000019,8705S06,
 1008985-82518872,gpsku empty,IC-P-2006-000001,8700S06,
 1019837-45028763,gpsku empty,CS-P-2003-000001,8723S03,
 1002551-2022679,gpsku empty,IC-P-1996-000002,8700S96,
 1002544-25705353,gpsku empty,IC-P-1999-000001,8700S99,
 1014122-62799576,gpsku empty,IC-P-2009-000019,8705S09,
1000210,gpsku empty,IC-P-2003-000001,8700S03,
1000209,gpsku empty,IC-P-2003-000017,8705S03,
1000211,gpsku empty,IC-P-2000-000013,8780S00,
 1002558-52499122,gpsku empty,IC-P-2000-000012,8798S00,
 1008996-66911379,gpsku empty,IC-P-2006-000005,8730S06,
 1029761-82300313,gpsku empty,CA-P-2010-000007,8700SCA10,
 1029733-45757358,gpsku empty,IC-P-2009-000014,8780S09,
 1029727-87707176,gpsku empty,IC-P-2009-000001,8700S09,
1000212,gpsku empty,IC-P-2000-000003,8740S00,
1000213,gpsku empty,IC-P-2003-000001,8700S03,
 1002573-86057144,gpsku empty,IC-P-1998-000004,8750S98,
 1002577-76047464,gpsku empty,IC-P-1992-000001,8722S92,
 1005822-17121977,gpsku empty,IC-P-2006-000001,8700S06,
 1029799-42914741,gpsku empty,IC-P-2009-000002,8710S09,
 1029772-55935479,gpsku empty,IC-P-2006-000003,8740S06,
1000214,gpsku empty,IC-P-2003-000001,8700S03,
 1002592-73900497,gpsku empty,MI-P-2003-000012,8755SMI03,
 1002591-95461848,gpsku empty,IC-P-2003-000002,8710S03,
 1005827-79660844,gpsku empty,IC-P-1996-000003,8740S96,
 1019901-57015756,gpsku empty,IC-P-2009-000002,8710S09,
 1029806-55935479,gpsku empty,IC-P-1996-000004,8750S96,
 1029839-52741070,gpsku empty,IC-P-2009-000012,8790S09,
1000215,gpsku empty,IC-P-2000-000001,8700S00,
 1002602-25391822,gpsku empty,IC-P-2006-000001,8700S06,
 1002601-15335545,gpsku empty,IC-P-1995-000001,8710S95,
 1002596-55585025,gpsku empty,IC-P-2000-000013,8780S00,
 1002603-25391822,gpsku empty,IC-P-2006-000019,8705S06,
 1009012-30111258,gpsku empty,NY-P-2007-000014,8706SCA07,
 1019914-92559092,gpsku empty,IC-P-2006-000012,8790S06,
 1019933-71259385,gpsku empty,IC-P-2003-000016,8722S03,
 1019924-84327976,gpsku empty,IC-P-2009-000016,8706S09,
 1029893-79702607,gpsku empty,IC-P-2009-000002,8710S09,
 1009024-88025056,gpsku empty,IC-P-2006-000001,8700S06,
 1014210-80626012,gpsku empty,IC-P-2006-000001,8700S06,
 1014212-80626012,gpsku empty,IC-P-2006-000003,8740S06,
 1005838-62703778,gpsku empty,IC-P-2006-000014,8780S06,
 1009026-17121977,gpsku empty,IC-P-2006-000001,8700S06,
 1014231-82351669,gpsku empty,IC-P-2006-000014,8780S06,
1000216,gpsku empty,IC-P-2003-000015,8722S98,
 1002636-472868,gpsku empty,IC-P-1998-000004,8750S98,
 1002622-57876214,gpsku empty,IC-P-2003-000001,8700S03,
 1009038-51804009,gpsku empty,IC-P-2006-000019,8705S06,
 1014251-44546787,gpsku empty,FL-P-2007-000002,8710SFL07,
1000217,gpsku empty,SC-P-2003-000010,8750SSC06,
 1005867-76628211,gpsku empty,IC-P-2003-000001,8700S03,
 1005881-45450569,gpsku empty,IC-P-2006-000002,8710S06,
 1005879-79230808,gpsku empty,IC-P-2006-000019,8705S06,
 1005882-32856043,gpsku empty,IC-P-1995-000002,8780S95,
 1009054-70952852,gpsku empty,IC-P-2003-000003,8740S03,
 1019971-29390361,gpsku empty,CC-P-2006-000002,871S06,
1000218,gpsku empty,IC-P-2003-000002,8710S03,
1000219,gpsku empty,IC-P-2003-000002,8710S03,
 1029997-87367040,gpsku empty,IC-P-2006-000001,8700S06,
 1029999-79085812,gpsku empty,CC-P-2009-000001,870P09,
1000221,gpsku empty,IC-P-2003-000001,8700S03,
1000220,gpsku empty,IC-P-2003-000001,8700S03,
 1002668-70926507,gpsku empty,IC-P-2006-000019,8705S06,
 1005897-37837195,gpsku empty,IC-P-2003-000016,8722S03,
 1005896-16312575,gpsku empty,FL-P-2004-000001,8700SFL04,
 1030044-47621558,gpsku empty,IC-P-2009-000003,8740S09,
 1030052-48734705,gpsku empty,CA-P-2010-000009,8708SCA10,
 1030063-19144052,gpsku empty,CA-P-2010-000006,8710SCA10,
1000223,gpsku empty,IC-P-2003-000001,8700S03,
1000222,gpsku empty,IC-P-2003-000001,8700S03,
 1002674-98371478,gpsku empty,IC-P-2006-000019,8705S06,
 1002676-7788821,gpsku empty,IC-P-2006-000019,8705S06,
 1002677-27314418,gpsku empty,IC-P-2006-000019,8705S06,
 1014271-63960492,gpsku empty,IC-P-2009-000019,8705S09,
 1020033-26286077,gpsku empty,IC-P-2009-000010,8750S09,
 1030119-92679876,gpsku empty,IC-P-2009-000006,8755S09,
1000224,gpsku empty,IC-P-2003-000001,8700S03,
 1014321-69282234,gpsku empty,IC-P-2006-000003,8740S06,
 1014310-39036004,gpsku empty,IC-P-2009-000019,8705S09,
 1014300-28650720,gpsku empty,IC-P-2009-000002,8710S09,
 1030149-22201699,gpsku empty,IC-P-2009-000014,8780S09,
1000225,gpsku empty,IC-P-2003-000001,8700S03,
 1002685-96215494,gpsku empty,IC-P-2003-000001,8700S03,
 1009075-16400734,gpsku empty,NY-P-2007-000002,8700SNY07,
 1009073-34081560,gpsku empty,IC-P-2000-000001,8700S00,
 1014350-51317848,gpsku empty,CA-P-2007-000008,8705SCA07,
 1020089-41996858,gpsku empty,IC-P-2009-000001,8700S09,
 1020084-51778284,gpsku empty,IC-P-2009-000002,8710S09,
1000226,gpsku empty,IC-P-2003-000002,8710S03,
 1014354-27528735,gpsku empty,IC-P-2003-000016,8722S03,
1000227,gpsku empty,IC-P-2003-000006,8755S03,
1000229,gpsku empty,IC-P-2000-000001,8700S00,
1000228,gpsku empty,IC-P-2000-000001,8700S00,
 1002690-19279987,gpsku empty,OH-P-2005-000004,8705SOH07,
 1002686-29703074,gpsku empty,IC-P-2006-000019,8705S06,
 1009102-35520040,gpsku empty,Ny-P-2007-000012,8708SNY07,
1000230,gpsku empty,IC-P-2003-000002,8710S03,
 1002703-52902269,gpsku empty,IC-P-1996-000002,8700S96,
1000231,gpsku empty,IC-P-2000-000014,8705S00,
1000232,gpsku empty,IC-P-2003-000004,8720S03,
 1002721-17646924,gpsku empty,IC-P-2006-000019,8705S06,
