Old Order Id,What is wrong,Magento Sku/eCodes_ID,gp_sku/product_sk,
 1032642-98016383,gpsku empty,IC-P-2003-000016,8722S03,
1000301,gpsku empty,IC-P-2003-000002,8710S03,
1000302,gpsku empty,IC-P-2003-000003,8740S03,
 1003277-40376111,gpsku empty,IC-P-2006-000002,8710S06,
 1006460-44029290,gpsku empty,NC-P-2002-000011,8710SNC02,
 1006455-90029378,gpsku empty,IC-P-2006-000019,8705S06,
 1009655-66901927,gpsku empty,Ny-P-2007-000012,8708SNY07,
 1015202-79836773,gpsku empty,IC-P-2009-000005,8730S09,
 1015197-93096742,gpsku empty,IC-P-2009-000002,8710S09,
 1021437-70435714,gpsku empty,IC-P-2009-000001,8700S09,
 1021438-70435714,gpsku empty,IC-P-2009-000001,8700S09,
 1021439-70435714,gpsku empty,IC-P-2009-000001,8700S09,
 1021445-64646465,gpsku empty,IC-P-2006-000001,8700S06,
 1021457-32943083,gpsku empty,IC-P-2006-000005,8730S06,
 1032661-79236480,gpsku empty,IC-P-2009-000016,8706S09,
 1032665-44883945,gpsku empty,IC-P-2009-000001,8700S09,
1000306,gpsku empty,IC-P-2003-000013,8798S03,
1000305,gpsku empty,IC-P-2003-000002,8710S03,
1000303,gpsku empty,IC-P-2003-000001,8700S03,
1000304,gpsku empty,IC-P-2003-000001,8700S03,
 1021467-52110161,gpsku empty,IC-P-1996-000001,8730S96,
 1021478-78960566,gpsku empty,IC-P-2006-000002,8710S06,
1000307,gpsku empty,IC-P-2003-000001,8700S03,
1000308,gpsku empty,IC-P-2003-000002,8710S03,
 1009673-13963512,gpsku empty,IC-P-1995-000001,8710S95,
 1009672-55757761,gpsku empty,IC-P-2006-000005,8730S06,
 1015226-31528360,gpsku empty,IC-P-2009-000001,8700S09,
 1015223-81922982,gpsku empty,CA-P-2008-000001,8713SCA08,
 1021535-66611168,gpsku empty,IC-P-1992-000001,8722S92,
 1021542-32062149,gpsku empty,IC-P-2009-000019,8705S09,
 1021538-84797187,gpsku empty,IC-P-2009-000019,8705S09,
 1032759-15702189,gpsku empty,IC-P-1999-000002,8740S99,
1000310,gpsku empty,IC-P-2003-000010,8750S03,
1000309,gpsku empty,IC-P-2003-000002,8710S03,
 1015236-56726138,gpsku empty,IC-P-2006-000002,8710S06,
 1015230-93202972,gpsku empty,IC-P-2009-000014,8780S09,
 1032776-15168901,gpsku empty,IC-P-2009-000001,8700S09,
 1032785-43707651,gpsku empty,IC-P-2006-000001,8700S06,
1000312,gpsku empty,IC-P-2000-000013,8780S00,
1000311,gpsku empty,IC-P-2003-000005,8730S03,
 1006474-79239955,gpsku empty,IC-P-2003-000016,8722S03,
 1009694-45422567,gpsku empty,IC-P-2006-000019,8705S06,
 1015244-29199706,gpsku empty,IC-P-2006-000019,8705S06,
 1003310-12745557,gpsku empty,IC-P-1992-000001,8722S92,
 1003302-47713477,gpsku empty,IC-P-2003-000001,8700S03,
 1006498-71857815,gpsku empty,IC-P-1998-000001,8710S98,
 1009711-47184423,gpsku empty,IC-P-2003-000002,8710S03,
 1032857-66340778,gpsku empty,IC-P-2009-000001,8700S09,
 1003328-45784958,gpsku empty,IC-P-2003-000001,8700S03,
 1015260-36988874,gpsku empty,CC-P-2006-000004,873S06,
 1015262-50061600,gpsku empty,IC-P-2003-000016,8722S03,
 1015261-50061600,gpsku empty,IC-P-2006-000001,8700S06,
 1021635-26255108,gpsku empty,IC-P-2009-000007,8760S09,
 1021652-72744921,gpsku empty,IC-P-2003-000016,8722S03,
 1021653-95296069,gpsku empty,IC-P-2003-000016,8722S03,
 1021654-72584912,gpsku empty,IC-P-2003-000016,8722S03,
 1021655-19377770,gpsku empty,IC-P-2003-000016,8722S03,
 1021656-18211065,gpsku empty,IC-P-2003-000016,8722S03,
 1021657-96881134,gpsku empty,IC-P-2003-000016,8722S03,
 1021658-94130247,gpsku empty,IC-P-2003-000016,8722S03,
 1021659-18274206,gpsku empty,IC-P-2003-000016,8722S03,
 1021647-43784407,gpsku empty,IC-P-2009-000003,8740S09,
 1032907-46123688,gpsku empty,IC-P-2009-000003,8740S09,
 1032933-34922685,gpsku empty,NY-P-2010-000009,8780SNY10,
 1015282-44250437,gpsku empty,CA-P-2007-000003,8700SCA071,
 1015277-97345861,gpsku empty,IC-P-2009-000014,8780S09,
 1015281-75369960,gpsku empty,IC-P-2009-000001,8700S09,
 1021684-51004672,gpsku empty,IC-P-1995-000002,8780S95,
 1032970-95843334,gpsku empty,IC-P-2009-000003,8740S09,
 1000334-72542021,gpsku empty,IC-P-2003-000001,8700S03,
 1000332-84825252,gpsku empty,IC-P-2003-000005,8730S03,
 1009735-67865570,gpsku empty,NY-P-2007-000004,8740SNY07,
 1021722-38632878,gpsku empty,IC-P-2009-000001,8700S09,
 1021732-36423526,gpsku empty,FL-P-2007-000003,8701SFL07,
 1021725-43567754,gpsku empty,FL-P-2007-000012,8705SFL072,
 1032998-28081802,gpsku empty,IC-P-2006-000001,8700S06,
 1009763-78068120,gpsku empty,IC-P-2003-000015,8722S98,
 1009750-69253533,gpsku empty,NY-P-2007-000013,8705SNY07,
 1003357-86546735,gpsku empty,IC-P-1992-000001,8722S92,
 1006534-32708752,gpsku empty,IC-P-2003-000005,8730S03,
 1009765-82582767,gpsku empty,IC-P-2003-000001,8700S03,
 1015325-51547608,gpsku empty,IC-P-2006-000014,8780S06,
 1015329-44744933,gpsku empty,IC-P-2003-000016,8722S03,
 1015328-57858286,gpsku empty,NY-P-2007-000013,8705SNY07,
 1003377-48652351,gpsku empty,FL-P-2004-000005,8755SFL04,
 1006545-10486007,gpsku empty,OH-P-2005-000004,8705SOH07,
 1006543-10486007,gpsku empty,OH-P-2005-000004,8705SOH07,
 1006546-10486007,gpsku empty,OH-P-2005-000004,8705SOH07,
 1006547-10486007,gpsku empty,OH-P-2005-000004,8705SOH07,
 1006544-10486007,gpsku empty,OH-P-2005-000004,8705SOH07,
 1009780-31108416,gpsku empty,IC-P-2006-000003,8740S06,
 1003384-42156959,gpsku empty,IC-P-2003-000002,8710S03,
 1006553-81573149,gpsku empty,IC-P-2006-000019,8705S06,
 1021787-72173139,gpsku empty,IC-P-2009-000019,8705S09,
 1033077-32551876,gpsku empty,IC-P-2012-000001,8700S12,
 1006564-11708636,gpsku empty,IC-P-2003-000001,8700S03,
 1009785-80745260,gpsku empty,IC-P-1995-000001,8710S95,
 1021809-92481109,gpsku empty,OH-P-2006-000001,8710SOH06,
 1021815-63059427,gpsku empty,OH-P-2005-000001,8700SOH07,
 1033105-96329716,gpsku empty,IC-P-2009-000001,8700S09,
 1033125-74067018,gpsku empty,IC-P-1995-000001,8710S95,
 1000369-28530422,gpsku empty,FL-P-2004-000001,8700SFL04,
 1003395-84505889,gpsku empty,IC-P-2006-000019,8705S06,
 1006573-29057196,gpsku empty,IC-P-1998-000004,8750S98,
 1009794-81573149,gpsku empty,IC-P-2006-000019,8705S06,
 1009798-83257631,gpsku empty,IC-P-1998-000004,8750S98,
 1015352-21817691,gpsku empty,IC-P-2009-000014,8780S09,
 1015354-93758815,gpsku empty,FL-P-2007-000004,8730SFL07,
 1009812-14431997,gpsku empty,IC-P-1996-000002,8700S96,
 1009815-33911919,gpsku empty,IC-P-2003-000016,8722S03,
 1015376-87940316,gpsku empty,IC-P-2003-000015,8722S98,
 1015372-71215211,gpsku empty,IC-P-2009-000001,8700S09,
 1021876-50824620,gpsku empty,IC-P-2006-000001,8700S06,
 1033201-34171192,gpsku empty,IC-P-2003-000016,8722S03,
 1003415-80525875,gpsku empty,IC-P-2000-000001,8700S00,
 1003416-86925682,gpsku empty,IC-P-2000-000004,8720S00,
 1006589-87145686,gpsku empty,IC-P-2006-000003,8740S06,
 1009831-67670973,gpsku empty,IC-P-2003-000016,8722S03,
 1009821-22523119,gpsku empty,IC-P-2006-000019,8705S06,
 1021899-29184210,gpsku empty,IC-P-1995-000001,8710S95,
 1000381-25276892,gpsku empty,WI-2003-000001,8700SWI03,
 1003428-91798496,gpsku empty,IC-P-2003-000017,8705S03,
 1003427-91798496,gpsku empty,IC-P-2006-000019,8705S06,
 1003420-11556597,gpsku empty,IC-P-2006-000001,8700S06,
 1003423-69404733,gpsku empty,IC-P-2003-000016,8722S03,
 1003422-71960817,gpsku empty,IC-P-1995-000001,8710S95,
 1006603-23999144,gpsku empty,IC-P-2006-000019,8705S06,
 1006597-58074672,gpsku empty,WI-2003-000001,8700SWI03,
 1006606-92274816,gpsku empty,IC-P-2006-000019,8705S06,
 1006599-71693617,gpsku empty,IC-P-1996-000001,8730S96,
 1006605-96990615,gpsku empty,IC-P-1995-000001,8710S95,
 1009840-17913984,gpsku empty,IC-P-2003-000001,8700S03,
 1000388-63826368,gpsku empty,IC-P-2003-000004,8720S03,
 1003436-57863060,gpsku empty,IC-P-2006-000019,8705S06,
 1006615-37595868,gpsku empty,IC-P-2006-000001,8700S06,
 1033259-74915786,gpsku empty,IC-P-1996-000002,8700S96,
 1003444-11556597,gpsku empty,IC-P-2006-000001,8700S06,
 1003445-11556597,gpsku empty,IC-P-2006-000004,8720S06,
 1003446-11556597,gpsku empty,IC-P-2006-000005,8730S06,
 1003450-41559349,gpsku empty,IC-P-2006-000019,8705S06,
 1009902-65200840,gpsku empty,IC-P-2003-000005,8730S03,
 1021954-94060434,gpsku empty,IC-P-2009-000014,8780S09,
 1033269-30742645,gpsku empty,IC-P-2009-000014,8780S09,
 1000396-76229327,gpsku empty,IC-P-2003-000002,8710S03,
 1006640-78934699,gpsku empty,IC-P-2006-000001,8700S06,
 1015430-87931330,gpsku empty,IC-P-2006-000002,8710S06,
 1033315-17616690,gpsku empty,IC-P-2012-000019,8705S12,
 1033336-40975106,gpsku empty,IC-P-2006-000001,8700S06,
 1015462-27543963,gpsku empty,IC-P-2009-000019,8705S09,
 1015464-22517466,gpsku empty,IC-P-2009-000001,8700S09,
 1015463-62712461,gpsku empty,NY-P-2007-000008,8780SNY07,
 1033392-47648300,gpsku empty,IC-P-2012-000001,8700S12,
 1003473-78823178,gpsku empty,FL-P-2004-000002,8710SFL04,
 1009928-24751639,gpsku empty,NY-P-2007-000003,8710SNY07,
 1009924-27501718,gpsku empty,NY-P-2007-000013,8705SNY07,
 1009938-69956139,gpsku empty,IC-P-2006-000001,8700S06,
 1015479-24068349,gpsku empty,CA-P-2007-000002,8700SCA07,
 1015482-70105176,gpsku empty,IC-P-2006-000001,8700S06,
 1015474-70105176,gpsku empty,IC-P-2006-000007,8760S06,
 1015473-70105176,gpsku empty,IC-P-2006-000014,8780S06,
 1015485-71215211,gpsku empty,IC-P-2009-000001,8700S09,
 1022020-21983100,gpsku empty,IC-P-2009-000005,8730S09,
 1022023-66943307,gpsku empty,CC-P-2006-000010,8709S06,
 1022047-25362893,gpsku empty,IC-P-1995-000002,8780S95,
 1003476-82117257,gpsku empty,IC-P-1996-000002,8700S96,
 1009946-93496395,gpsku empty,IC-P-2003-000016,8722S03,
 1015505-40977439,gpsku empty,IC-P-2006-000019,8705S06,
 1015502-40579581,gpsku empty,IC-P-2009-000002,8710S09,
 1015528-22517466,gpsku empty,IC-P-2006-000001,8700S06,
 1015529-22517466,gpsku empty,IC-P-2006-000002,8710S06,
 1015530-22517466,gpsku empty,IC-P-2006-000014,8780S06,
 1015535-76225349,gpsku empty,IC-P-2009-000002,8710S09,
 1015521-22517466,gpsku empty,IC-P-2006-000001,8700S06,
 1015522-22517466,gpsku empty,IC-P-2006-000002,8710S06,
 1015525-22517466,gpsku empty,IC-P-2006-000004,8720S06,
 1015526-22517466,gpsku empty,IC-P-2006-000005,8730S06,
 1015527-22517466,gpsku empty,IC-P-2006-000007,8760S06,
 1015524-22517466,gpsku empty,IC-P-2006-000014,8780S06,
 1015523-22517466,gpsku empty,IC-P-2009-000003,8740S09,
 1022072-32668114,gpsku empty,IC-P-2009-000002,8710S09,
 1003484-87564666,gpsku empty,IC-P-2003-000001,8700S03,
 1009964-61428204,gpsku empty,NY-P-2007-000013,8705SNY07,
 1015571-29850774,gpsku empty,IC-P-2009-000019,8705S09,
 1015555-42627837,gpsku empty,IC-P-2009-000001,8700S09,
 1003495-44941553,gpsku empty,IC-P-1992-000001,8722S92,
 1015582-13530286,gpsku empty,IC-P-2009-000002,8710S09,
 1033489-20638908,gpsku empty,CC-P-2009-000010,8709S09,
 1003502-24427721,gpsku empty,IC-P-2003-000016,8722S03,
 1003500-90008608,gpsku empty,IC-P-2003-000003,8740S03,
 1006702-19625187,gpsku empty,IC-P-1996-000001,8730S96,
 1006700-39544804,Cannot find OH-P-2005-000008,,,
 1015593-13390584,gpsku empty,IC-P-2009-000001,8700S09,
 1015588-74988169,gpsku empty,IC-P-2009-000004,8720S09,
 1015589-11386193,gpsku empty,IC-P-2006-000002,8710S06,
 1022105-65297038,gpsku empty,IC-P-2009-000001,8700S09,
 1015600-56165216,gpsku empty,CC-P-2006-000004,873S06,
 1022128-17759479,gpsku empty,CC-P-2009-000008,878S09,
 1022129-79578987,gpsku empty,IC-P-2009-000001,8700S09,
 1033559-71321684,gpsku empty,IC-P-1996-000002,8700S96,
 1033560-77848074,gpsku empty,IC-P-1996-000002,8700S96,
 1033567-10379121,gpsku empty,IC-P-2012-000019,8705S12,
 1033570-28323444,gpsku empty,YC-P-2008-000001,8700SNYC08,
 1003527-12080081,gpsku empty,IC-P-2003-000003,8740S03,
 1015625-54473241,gpsku empty,IC-P-2009-000006,8755S09,
 1015635-67648667,gpsku empty,IC-P-2009-000019,8705S09,
 1015630-36810433,gpsku empty,IC-P-1995-000001,8710S95,
 1015640-16547981,gpsku empty,IC-P-2009-000004,8720S09,
 1015629-95401747,gpsku empty,CC-P-2006-000009,8756S06,
 1015617-42627837,gpsku empty,IC-P-2009-000001,8700S09,
 1022138-70754010,gpsku empty,IC-P-2009-000001,8700S09,
 1033577-68281526,gpsku empty,IC-P-2006-000001,8700S06,
 1009981-75447661,gpsku empty,IC-P-2006-000019,8705S06,
 1015667-74464306,gpsku empty,IC-P-2009-000019,8705S09,
 1015675-18621161,gpsku empty,IC-P-2009-000004,8720S09,
 1022163-30784888,gpsku empty,IC-P-2009-000019,8705S09,
 1033633-37491708,gpsku empty,CS-P-2003-000001,8723S03,
 1009997-35614101,gpsku empty,IC-P-2006-000003,8740S06,
 1009995-15386589,gpsku empty,IC-P-2003-000016,8722S03,
 1015678-28747833,gpsku empty,IC-P-2009-000001,8700S09,
 1022189-60060418,gpsku empty,IC-P-2006-000004,8720S06,
 1022191-49667929,gpsku empty,IC-P-2009-000014,8780S09,
 1022192-72537797,gpsku empty,IC-P-2009-000014,8780S09,
 1022205-24824165,gpsku empty,IC-P-2009-000008,8770S09,
 1022204-24824165,gpsku empty,IC-P-2009-000016,8706S09,
 1022187-92123671,gpsku empty,FL-P-2007-000006,8780SFL07,
 1000450-64584795,gpsku empty,IC-P-2003-000017,8705S03,
 1006722-11708636,gpsku empty,IC-P-2006-000019,8705S06,
 1003547-46268454,gpsku empty,IC-P-1996-000003,8740S96,
 1010018-96823194,gpsku empty,IC-P-2006-000013,8798S06,
 1010013-40951732,gpsku empty,NY-P-2007-000004,8740SNY07,
 1006754-82268499,gpsku empty,OH-P-2005-000001,8700SOH07,
 1015708-95868832,gpsku empty,IC-P-2006-000002,8710S06,
 1022217-65281686,gpsku empty,IC-P-1995-000002,8780S95,
 1033688-34837253,gpsku empty,IC-P-1995-000001,8710S95,
 1000472-44709950,gpsku empty,IC-P-2003-000002,8710S03,
 1000473-44709950,gpsku empty,IC-P-2003-000017,8705S03,
 1003565-96060607,gpsku empty,IC-P-2006-000003,8740S06,
 1003562-79809946,gpsku empty,NC-P-2002-000011,8710SNC02,
 1015712-71847681,gpsku empty,IC-P-1992-000001,8722S92,
 1022227-33887655,gpsku empty,IC-P-2009-000001,8700S09,
 1022240-51143374,gpsku empty,IC-P-2009-000001,8700S09,
 1022238-66139274,gpsku empty,IC-P-2009-000014,8780S09,
 1033732-95679750,gpsku empty,IC-P-2009-000003,8740S09,
 1003581-90483734,gpsku empty,WI-2003-000001,8700SWI03,
 1010042-16991924,gpsku empty,IC-P-2006-000016,8706S06,
 1015723-67049644,gpsku empty,IC-P-2009-000016,8706S09,
 1015725-46306964,gpsku empty,IC-P-1995-000002,8780S95,
 1022286-45509273,gpsku empty,IC-P-2009-000014,8780S09,
 1022274-99989685,gpsku empty,CS-P-2003-000001,8723S03,
 1033766-96758197,gpsku empty,IC-P-2009-000008,8770S09,
 1033754-57944330,gpsku empty,IC-P-2012-000002,8710S12,
 1033777-29937449,gpsku empty,IC-P-2006-000005,8730S06,
 1033778-69185216,gpsku empty,IC-P-2006-000001,8700S06,
 1033781-45870151,gpsku empty,IC-P-2009-000016,8706S09,
 1000490-38705550,gpsku empty,IC-P-2003-000002,8710S03,
 1010050-23592294,gpsku empty,IC-P-2006-000001,8700S06,
 1010051-23592294,gpsku empty,IC-P-2006-000001,8700S06,
 1010052-67869443,gpsku empty,NY-P-2007-000002,8700SNY07,
 1015742-95149726,gpsku empty,IC-P-2006-000002,8710S06,
 1015753-15210421,gpsku empty,IC-P-2009-000019,8705S09,
 1022315-38955525,gpsku empty,IC-P-2006-000001,8700S06,
 1022318-66435113,gpsku empty,IC-P-2009-000003,8740S09,
 1033792-93754679,gpsku empty,IC-P-2009-000014,8780S09,
 1033802-20556590,gpsku empty,IC-P-2006-000006,8755S06,
 1010069-23592294,gpsku empty,IC-P-2006-000001,8700S06,
 1010073-51680588,gpsku empty,IC-P-2006-000003,8740S06,
 1010076-31475630,gpsku empty,NY-P-2007-000002,8700SNY07,
 1015788-22517466,gpsku empty,IC-P-2006-000003,8740S06,
 1015762-69244747,gpsku empty,IC-P-2009-000001,8700S09,
 1015786-36814505,gpsku empty,IC-P-2009-000001,8700S09,
 1015775-96856374,gpsku empty,IC-P-2006-000019,8705S06,
 1015789-22517466,gpsku empty,IC-P-2006-000003,8740S06,
 1022335-97131277,gpsku empty,IC-P-2009-000003,8740S09,
 1006788-66344206,gpsku empty,IC-P-2003-000002,8710S03,
 1006799-27680394,gpsku empty,FL-P-2004-000006,8780SFL04,
 1006796-54877406,gpsku empty,IC-P-2006-000001,8700S06,
 1006797-85613525,gpsku empty,IC-P-2006-000019,8705S06,
 1006795-43359823,gpsku empty,FL-P-2004-000002,8710SFL04,
 1015806-95466928,gpsku empty,IC-P-2009-000008,8770S09,
 1015807-36019480,gpsku empty,IC-P-2009-000019,8705S09,
 1015809-43771496,gpsku empty,IC-P-2009-000019,8705S09,
 1033829-58943300,gpsku empty,IC-P-2009-000016,8706S09,
 1000500-24160857,gpsku empty,IC-P-2003-000001,8700S03,
 1000498-97667941,gpsku empty,IC-P-2003-000001,8700S03,
 1003607-73982911,gpsku empty,IC-P-2000-000004,8720S00,
 1006807-77184729,gpsku empty,IC-P-2003-000003,8740S03,
 1010101-80102363,gpsku empty,IC-P-2006-000001,8700S06,
 1033840-24457702,gpsku empty,CC-P-2009-000010,8709S09,
 1033843-12079575,gpsku empty,IC-P-1996-000003,8740S96,
 1033869-32020203,gpsku empty,IC-P-2009-000001,8700S09,
 1003616-73982911,gpsku empty,IC-P-1997-000004,8720S97,
 1015825-18481727,gpsku empty,NY-P-2007-000008,8780SNY07,
 1033903-36286856,gpsku empty,IC-P-2009-000004,8720S09,
 1033929-36286856,gpsku empty,IC-P-2009-000007,8760S09,
 1033932-69024680,gpsku empty,IC-P-2009-000001,8700S09,
 1010107-50830646,gpsku empty,IC-P-2006-000001,8700S06,
 1033975-57559374,gpsku empty,IC-P-2009-000001,8700S09,
 1033964-63727338,gpsku empty,IC-P-1998-000005,8790S98,
 1033971-48698111,gpsku empty,IC-P-2009-000019,8705S09,
 1000515-87773715,gpsku empty,MI-P-2003-000011,8700SMI03,
 1010113-18556553,gpsku empty,NY-P-2007-000002,8700SNY07,
 1010119-13309365,gpsku empty,IC-P-2006-000019,8705S06,
 1015850-81540469,gpsku empty,IC-P-2009-000006,8755S09,
 1015859-26964750,gpsku empty,IC-P-2009-000019,8705S09,
 1015867-75464883,gpsku empty,IC-P-1995-000002,8780S95,
 1015866-92776408,gpsku empty,IC-P-2009-000002,8710S09,
 1034008-83652474,gpsku empty,IC-P-2003-000002,8710S03,
 1034013-65352444,gpsku empty,IC-P-2012-000005,8730S12,
 1000526-78340564,gpsku empty,IC-P-2003-000001,8700S03,
 1000521-77931431,gpsku empty,IC-P-2003-000001,8700S03,
 1000522-28328419,gpsku empty,IC-P-2003-000001,8700S03,
 1000528-64561350,gpsku empty,IC-P-2000-000012,8798S00,
 1010135-41262157,gpsku empty,IC-P-2006-000001,8700S06,
 1015880-55398999,gpsku empty,IC-P-2009-000001,8700S09,
 1015890-71489323,gpsku empty,IC-P-2009-000002,8710S09,
 1034025-78773098,gpsku empty,NY-P-2010-000001,8700SNY10,
 1006849-26748913,gpsku empty,IC-P-2006-000003,8740S06,
 1010139-38919769,gpsku empty,IC-P-2006-000017,8707S06,
 1010146-80199102,gpsku empty,OH-P-2005-000001,8700SOH07,
 1006860-89305892,gpsku empty,FL-P-2004-000001,8700SFL04,
 1010159-33834377,gpsku empty,IC-P-2003-000016,8722S03,
 1010163-39826382,gpsku empty,IC-P-2006-000001,8700S06,
 1010156-10643217,gpsku empty,IC-P-2006-000007,8760S06,
 1010154-59555631,gpsku empty,NY-P-2007-000014,8706SCA07,
 1010157-90664540,gpsku empty,IC-P-2003-000001,8700S03,
 1000543-10849328,gpsku empty,SS-P-1999-000001,8744S99,
 1000537-97076371,gpsku empty,NC-P-2002-000010,8720SNC02,
 1000536-97076371,gpsku empty,NC-P-2002-000011,8710SNC02,
 1006870-11708636,gpsku empty,IC-P-2006-000001,8700S06,
 1034101-10243984,gpsku empty,IC-P-2009-000002,8710S09,
 1034062-16148982,gpsku empty,CA-P-2010-000006,8710SCA10,
 1034089-45269899,gpsku empty,IC-P-2006-000003,8740S06,
 1000558-87710407,gpsku empty,IC-P-2003-000002,8710S03,
 1000553-74873041,gpsku empty,FL-P-2004-000011,8705SFL04,
 1003680-78413932,gpsku empty,IC-P-2003-000001,8700S03,
 1003677-45713267,gpsku empty,IC-P-1997-000001,8796S97,
 1006882-50437659,gpsku empty,IC-P-1996-000004,8750S96,
 1034150-89358221,gpsku empty,IC-P-2012-000003,8740S12,
 1034156-65648207,gpsku empty,YC-P-2008-000006,8705SNYC08,
 1034164-80546701,gpsku empty,IC-P-1996-000002,8700S96,
 1034185-85999684,gpsku empty,IC-P-2009-000002,8710S09,
 1034200-10004475,gpsku empty,CC-P-2009-000003,874S09,
 1000572-11062009,gpsku empty,FL-P-2004-000001,8700SFL04,
 1000570-18899229,Cannot find IC-P-1999-000003,,,
 1003699-80640868,gpsku empty,IC-P-1995-000002,8780S95,
 1010188-29423954,gpsku empty,IC-P-1999-000001,8700S99,
 1015953-95466928,gpsku empty,IC-P-2009-000016,8706S09,
 1022532-80609392,gpsku empty,IC-P-1998-000004,8750S98,
 1022539-92945218,gpsku empty,IC-P-2009-000019,8705S09,
 1034217-96758197,gpsku empty,IC-P-2006-000019,8705S06,
 1034218-86919582,gpsku empty,IC-P-2009-000004,8720S09,
 1034208-96956761,gpsku empty,IC-P-2009-000004,8720S09,
 1034249-15367057,gpsku empty,NY-P-2010-000004,8740SNY10,
 1015968-16169593,gpsku empty,NY-P-2007-000002,8700SNY07,
 1015965-61318431,gpsku empty,IC-P-2009-000001,8700S09,
 1015967-48553443,gpsku empty,IC-P-1998-000001,8710S98,
 1022971-41376663,gpsku empty,IC-P-2003-000002,8710S03,
 1022984-19372252,gpsku empty,IC-P-2009-000019,8705S09,
 1022953-92257980,gpsku empty,NY-P-2007-000013,8705SNY07,
 1006913-81622153,gpsku empty,IC-P-2006-000019,8705S06,
 1010209-85375058,gpsku empty,IC-P-1992-000001,8722S92,
 1010217-82120350,gpsku empty,IC-P-2006-000019,8705S06,
 1010219-14003983,gpsku empty,IC-P-2003-000015,8722S98,
 1015985-96007368,gpsku empty,IC-P-2009-000001,8700S09,
 1023014-97564317,gpsku empty,IC-P-2006-000003,8740S06,
 1006914-65461954,gpsku empty,IC-P-2003-000015,8722S98,
 1006918-41590402,gpsku empty,IC-P-2003-000001,8700S03,
 1010235-39267272,gpsku empty,IC-P-2006-000019,8705S06,
 1015994-26352360,gpsku empty,IC-P-2006-000019,8705S06,
 1015997-52286246,gpsku empty,IC-P-2006-000019,8705S06,
 1015999-17913984,gpsku empty,IC-P-2006-000001,8700S06,
 1016001-5646839,gpsku empty,IC-P-2003-000016,8722S03,
 1003734-43947966,gpsku empty,FL-P-2004-000011,8705SFL04,
 1003732-23145960,gpsku empty,MI-P-2003-000011,8700SMI03,
 1016008-29187749,gpsku empty,YC-P-2008-000001,8700SNYC08,
 1034386-86661991,gpsku empty,CC-P-2009-000001,870P09,
 1034400-30330437,gpsku empty,IC-P-2009-000002,8710S09,
 1003751-56155075,gpsku empty,IC-P-1996-000002,8700S96,
 1006957-99168845,gpsku empty,IC-P-2006-000014,8780S06,
 1016017-56758793,gpsku empty,IC-P-2006-000019,8705S06,
 1016021-28828978,gpsku empty,IC-P-2009-000001,8700S09,
 1016018-76884054,gpsku empty,FL-P-2007-000007,8760SFL07,
 1023131-31950520,gpsku empty,CA-P-2007-000006,8740SCA07,
 1034405-34302702,gpsku empty,CA-P-2010-000007,8700SCA10,
 1000617-13009038,gpsku empty,IC-P-1997-000004,8720S97,
 1003757-58690564,gpsku empty,IC-P-1999-000001,8700S99,
 1010255-79295400,gpsku empty,IC-P-2006-000001,8700S06,
 1016040-63433930,gpsku empty,IC-P-2006-000007,8760S06,
 1023164-30190524,gpsku empty,IC-P-2006-000019,8705S06,
 1023137-30190524,gpsku empty,IC-P-2006-000019,8705S06,
 1023155-59661814,gpsku empty,IC-P-2009-000014,8780S09,
 1023156-38598677,gpsku empty,IC-P-2009-000014,8780S09,
 1023157-53988300,gpsku empty,IC-P-2009-000014,8780S09,
 1023158-78642082,gpsku empty,IC-P-2009-000014,8780S09,
 1023159-93061777,gpsku empty,IC-P-2009-000014,8780S09,
 1023160-37031147,gpsku empty,IC-P-2009-000014,8780S09,
 1023161-92882543,gpsku empty,IC-P-2009-000014,8780S09,
 1034475-96758197,gpsku empty,IC-P-2012-000019,8705S12,
 1034460-96701536,gpsku empty,IC-P-2009-000019,8705S09,
 1034484-16589366,gpsku empty,CC-P-2009-000010,8709S09,
 1000631-67104509,gpsku empty,IC-P-2003-000017,8705S03,
 1010271-32947523,gpsku empty,IC-P-2006-000019,8705S06,
 1010264-48763015,gpsku empty,IC-P-2006-000019,8705S06,
 1016055-40865261,gpsku empty,IC-P-2006-000019,8705S06,
 1023190-32985863,gpsku empty,IC-P-2006-000001,8700S06,
 1023195-67443143,gpsku empty,IC-P-2000-000001,8700S00,
 1023185-23762973,gpsku empty,IC-P-2006-000001,8700S06,
 1023187-42131505,gpsku empty,IC-P-2006-000001,8700S06,
 1034510-78481247,gpsku empty,IC-P-2009-000019,8705S09,
 1034490-55821512,gpsku empty,CC-P-2006-000006,876S06,
 1034492-74825243,gpsku empty,CC-P-2006-000003,874S06,
 1023214-86460451,gpsku empty,IC-P-2009-000001,8700S09,
 1023229-80672295,gpsku empty,CA-P-2007-000001,8701SCA07,
 1023230-32792542,gpsku empty,CA-P-2007-000003,8700SCA071,
 1003778-96185079,gpsku empty,IC-P-2003-000002,8710S03,
 1006972-75835874,gpsku empty,OH-P-2005-000004,8705SOH07,
 1016082-71215211,gpsku empty,IC-P-2009-000001,8700S09,
 1003786-41736764,gpsku empty,IC-P-1998-000001,8710S98,
 1010329-82632363,gpsku empty,IC-P-2006-000016,8706S06,
 1010323-25245601,gpsku empty,IC-P-2006-000001,8700S06,
 1010322-29089821,gpsku empty,IC-P-2006-000001,8700S06,
